Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),31.8,32.8,32.8,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),18.7,18.9,18.9,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),14.3,14.5,14.5,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),13.8,14,14,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),0.89,0.84,0.84,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Sow,Herd,Reduce age at first sowing,3,1.3,1.3,
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,piglet,Herd,Reduced weaning age,1.25,37,37,
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Female piglet,Herd,Mortality rate (%),,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),7,60,60,
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),76,76.7,76.7,
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),31.8,32.8,32.8,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),18.7,18.9,18.9,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),14.3,14.5,14.5,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),13.8,14,14,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),0.89,0.84,0.84,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Sow,Herd,Reduce age at first sowing,3,1.3,1.3,
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,piglet,Herd,Reduced weaning age,1.25,37,37,
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,"Aligned to average value in GLEAM between intermediate and industrial systems, at national level."
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,"Aligned to average value in GLEAM between intermediate and industrial systems, at national level."
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,"Aligned to average value in GLEAM between intermediate and industrial systems, at national level."
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,"Aligned to average value in GLEAM between intermediate and industrial systems, at national level."
High potential,ASIA,S.E.Asia,SEA,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),7,60,60,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),76,76.7,76.7,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),31.8,32.8,32.8,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),18.7,18.9,18.9,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),14.3,14.5,14.5,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),13.8,14,14,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),0.89,0.84,0.84,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,3,1.3,1.3,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,piglet,Herd,Reduced weaning age,1.25,37,37,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,S.E.Asia,SEA,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),7,60,60,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.W.North-America,NWN,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,N.E.North-America,NEN,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,W.North-America,WNA,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,C.North-America,CNA,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,NORTH-AMERICA,E.North-America,ENA,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
