"","Group","Continent","Name","Acronym","System","Climate","Animal_class","GLEAM_module","Intervention","Baseline","Scenario_lower","Scenario_lower.1","Notes"
"588","Low potential","OCEANIA","New-Zealand","NZ","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"589","Low potential","OCEANIA","New-Zealand","NZ","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"590","Low potential","OCEANIA","New-Zealand","NZ","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"591","Low potential","OCEANIA","New-Zealand","NZ","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"592","Low potential","OCEANIA","New-Zealand","NZ","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"593","Low potential","OCEANIA","New-Zealand","NZ","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"594","Low potential","OCEANIA","New-Zealand","NZ","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"595","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"596","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"597","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"598","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"599","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"600","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
