,Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
2192,High potential,ASIA,E.C.Asia,ECA,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
2193,High potential,ASIA,E.C.Asia,ECA,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2194,High potential,ASIA,E.C.Asia,ECA,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2195,High potential,ASIA,E.C.Asia,ECA,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
2196,High potential,ASIA,E.C.Asia,ECA,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
2197,High potential,ASIA,E.C.Asia,ECA,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
2198,High potential,ASIA,E.C.Asia,ECA,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
2199,High potential,ASIA,E.C.Asia,ECA,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2200,High potential,ASIA,E.C.Asia,ECA,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
2201,High potential,ASIA,E.C.Asia,ECA,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
2202,High potential,ASIA,E.C.Asia,ECA,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
2203,High potential,ASIA,E.C.Asia,ECA,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
2204,High potential,ASIA,E.C.Asia,ECA,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
2205,High potential,ASIA,E.C.Asia,ECA,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2206,High potential,ASIA,E.C.Asia,ECA,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
2207,High potential,ASIA,E.C.Asia,ECA,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
2208,High potential,ASIA,E.C.Asia,ECA,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
2209,High potential,ASIA,E.C.Asia,ECA,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
2210,High potential,ASIA,E.C.Asia,ECA,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
2211,High potential,ASIA,E.C.Asia,ECA,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2212,High potential,ASIA,E.C.Asia,ECA,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
2213,High potential,ASIA,E.C.Asia,ECA,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
2214,High potential,ASIA,E.C.Asia,ECA,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
2215,High potential,ASIA,E.C.Asia,ECA,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
2216,High potential,ASIA,E.C.Asia,ECA,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
2217,High potential,ASIA,E.C.Asia,ECA,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2218,High potential,ASIA,E.C.Asia,ECA,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
2219,High potential,ASIA,E.C.Asia,ECA,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
2220,High potential,ASIA,E.C.Asia,ECA,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
2221,High potential,ASIA,E.C.Asia,ECA,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
2222,High potential,ASIA,E.C.Asia,ECA,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
2223,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2224,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2225,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2226,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2227,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2228,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2229,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
2230,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
2231,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
2232,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
2233,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
2234,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
2235,High potential,ASIA,E.C.Asia,ECA,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2236,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2237,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2238,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2239,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2240,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2241,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2242,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
2243,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
2244,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
2245,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
2246,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
2247,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
2248,High potential,ASIA,E.C.Asia,ECA,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2249,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2250,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2251,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2252,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2253,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2254,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2255,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
2256,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
2257,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
2258,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
2259,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
2260,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
2261,High potential,ASIA,E.C.Asia,ECA,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2262,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2263,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2264,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
2265,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
2266,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
2267,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
2268,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
2269,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2270,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2271,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2272,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
2273,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
2274,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
2275,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
2276,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
2277,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2278,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2279,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2280,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
2281,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
2282,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
2283,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
2284,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
2285,High potential,ASIA,Tibetan-Plateau,TIB,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2286,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2287,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2288,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
2289,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
2290,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
2291,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
2292,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2293,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2294,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
2295,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
2296,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
2297,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
2298,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2299,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2300,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2301,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
2302,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
2303,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
2304,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
2305,High potential,ASIA,Tibetan-Plateau,TIB,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2306,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2307,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2308,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
2309,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
2310,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
2311,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
2312,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
2313,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
2314,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
2315,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
2316,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
2317,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
2318,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2319,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
2320,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
2321,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
2322,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
2323,High potential,ASIA,Tibetan-Plateau,TIB,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
2324,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2325,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
2326,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
2327,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
2328,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
2329,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
2330,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2331,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
2332,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
2333,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
2334,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
2335,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
2336,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2337,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
2338,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
2339,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
2340,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
2341,High potential,ASIA,Tibetan-Plateau,TIB,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
2342,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2343,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2344,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2345,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2346,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2347,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2348,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
2349,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
2350,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
2351,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
2352,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
2353,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
2354,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2355,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2356,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2357,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2358,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2359,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2360,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2361,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
2362,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
2363,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
2364,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
2365,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
2366,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
2367,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2368,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
2369,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2370,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2371,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2372,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2373,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
2374,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
2375,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
2376,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
2377,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
2378,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
2379,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
2380,High potential,ASIA,Tibetan-Plateau,TIB,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
2381,High potential,ASIA,S.Asia,SAS,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),54.8,63.4,63.4,DE scenario is 1-3% improvement per pixel
